1	9094949
1	9095005
1	9095766
1	9096020
1	9096447
1	9101023
1	9101426
1	9103475
1	9105034
1	9105731
1	9106098
1	9107246
1	9107946
1	9113395
1	9114120
1	9114296
1	9115116
1	9116524
1	9118710
1	9121348
1	9123702
1	9123726
1	9125525
1	9125560
1	9125729
1	9125882
1	9131840
1	9132266
1	9133948
1	9135597
1	9137074
1	9138111
1	9139095
1	9141102
1	9141479
1	9141544
1	9141602
1	9141770
1	9143771
1	9148074
1	9148762
1	9151646
1	9157503
1	9158678
1	9161516
1	9161686
1	9162458
1	9165614
1	9167291
1	9171220
1	9171846
1	9172754
1	9173804
1	9173806
1	9174208
1	9174457
1	9174603
1	9174735
1	9175078
1	9175127
1	9175304
1	9175535
1	9175657
1	9176910
1	9177195
1	9181046
1	9184643
1	9184825
1	9185253
1	9188496
1	9188721
1	9189373
1	9191113
1	9194583
1	9195798
1	9197864
1	9198514
1	9199473
1	9200077
1	9201546
1	9201665
1	9203138
1	9203304
1	9203346
1	9203480
1	9204510
1	9205423
1	9205447
1	9206220
1	9210683
1	9211063
1	9212645
1	9214081
1	9215306
1	9215420
1	9216040
1	9216235
1	9216370
1	9216420
1	9217364
1	9218427
1	9218996
1	9219072
1	9222744
1	9226241
1	9226617
1	9229679
1	9231106
1	9231803
1	9238843
1	9239134
1	9240878
1	9241016
1	9245796
1	9245996
1	9246196
1	9247928
1	9248725
1	9253917
1	9253938
1	9254096
1	9254882
1	9256473
1	9256866
1	9257851
1	9258769
1	9260084
1	9261792
1	9262362
1	9262491
1	9263994
1	9265955
1	9266669
1	9269057
1	9269161
1	9269731
1	9271315
1	9271485
1	9271650
1	9273151
1	9274790
1	9278021
1	9279189
1	9279461
1	9281746
1	9282188
1	9282508
1	9285769
1	9286494
1	9293114
1	9293333
1	9293838
1	9295285
1	9295688
1	9296556
1	9299532
1	9300465
1	9302044
1	9302456
1	9302759
1	9303061
1	9308213
1	9312184
1	9314013
1	9315943
1	9316092
1	9321038
1	9322358
1	9322541
1	9322609
1	9323103
1	9325414
1	9326945
1	9331894
1	9331954
1	9333822
1	9335404
1	9335605
1	9337577
1	9337673
1	9337788
1	9338770
1	9339963
1	9340406
1	9340556
1	9340560
1	9340668
1	9341457
1	9342065
1	9342140
1	9342640
1	9350001
1	9351114
1	9354198
1	9354248
1	9354290
1	9355815
1	9356722
1	9357333
1	9362856
1	9363117
1	9363447
1	9363881
1	9365931
1	9374369
1	9375464
1	9376685
1	9379894
1	9380123
1	9382145
1	9388170
1	9388980
1	9389193
1	9389719
1	9390856
1	9391042
1	9391667
1	9391931
1	9393039
1	9395850
1	9396749
1	9399301
1	9399409
1	9402415
1	9402752
1	9403360
1	9404958
1	9405766
1	9407444
1	9407863
1	9409598
1	9410153
1	9410920
1	9414996
1	9415493
1	9416052
1	9417168
1	9419361
1	9419851
1	9420458
1	9421582
1	9422315
1	9422357
1	9422557
1	9423428
1	9424077
1	9429823
1	9431315
1	9434484
1	9436885
1	9437842
1	9449657
1	9450666
1	9452337
1	9452397
1	9453793
1	9453864
1	9455422
1	9458701
1	9460232
1	9460826
1	9464254
1	9464336
1	9466243
1	9467420
1	9470315
1	9470785
1	9471367
1	9471511
1	9473857
1	9482220
1	9484379
1	9484856
1	9486098
1	9486412
1	9492711
1	9493618
1	9495411
1	9496249
1	9497508
1	9498011
1	9498476
1	9499023
1	9499107
1	9499850
1	9500495
1	9501419
1	9504474
1	9506340
1	9507192
1	9512250
1	9515459
1	9516801
1	9517820
1	9519561
1	9521688
1	9523736
1	9526628
1	9526893
1	9528653
1	9534105
1	9534345
1	9536607
1	9537933
1	9540835
1	9540896
1	9540991
1	9543609
1	9548668
1	9551893
1	9553010
1	9555804
1	9557896
1	9570030
1	9574488
1	9591856
1	9594538
1	9598839
1	9599554
1	9600054
1	9601144
1	9604563
1	9608355
1	9608538
1	9611239
1	9611660
1	9611941
1	9612577
1	9617102
1	9617577
1	9619761
1	9622595
1	9623296
1	9624482
1	9626631
1	9627049
1	9627758
1	9628975
1	9629380
1	9629523
1	9638344
1	9642433
1	9645404
1	9652603
1	9653148
1	9653695
1	9654716
1	9655242
1	9656235
1	9660739
1	9662056
1	9663769
1	9665301
1	9666382
1	9666724
1	9667558
1	9668787
1	9673148
1	9674640
1	9693630
1	9698062
1	9702229
1	9704008
1	9704790
1	9707472
1	9709186
1	9711137
1	9713170
1	9713310
1	9713405
1	9716402
1	9721493
1	9723475
1	9724130
1	9727049
1	9727105
1	9738045
1	9738460
1	9738571
1	9739652
1	9739916
1	9740291
1	9740707
1	9746980
1	9747643
1	9749016
1	9752552
1	9752802
1	9753478
1	9754150
1	9759062
1	9760539
1	9761403
1	9762712
1	9768794
1	9769089
1	9770764
1	9772327
1	9773194
1	9774775
1	9775628
1	9775785
1	9776517
1	9778147
1	9779326
1	9781748
1	9782786
1	9788761
1	9788815
1	9789033
1	9789968
1	9790917
1	9792620
1	9794777
1	9795527
1	9801327
1	9804163
1	9804952
1	9808297
1	9811673
1	9811707
1	9814849
1	9820467
1	9821146
1	9821683
1	9823185
1	9823891
1	9826780
1	9829210
1	9829920
1	9830442
1	9830787
1	9830869
1	9834662
1	9837608
1	9842193
1	9842675
1	9844789
1	9846264
1	9849956
1	9852473
1	9852854
1	9853388
1	9853541
1	9854570
1	9855413
1	9855714
1	9856607
1	9858015
1	9858495
1	9859556
1	9863438
1	9863693
1	9868688
1	9869295
1	9869892
1	9870397
1	9871382
1	9872621
1	9874957
1	9876671
1	9877799
1	9878685
1	9879388
1	9879620
1	9879992
1	9887500
1	9887601
1	9888615
1	9890093
1	9892830
1	9893580
1	9895152
1	9898731
1	9899835
1	9900345
1	9901186
1	9904193
1	9904247
1	9904718
1	9904749
1	9904950
1	9907257
1	9908010
1	9908989
1	9909356
1	9909657
1	9914628
1	9916664
1	9916925
1	9918627
1	9918841
1	9918921
1	9919152
1	9922261
1	9924890
1	9925196
1	9925387
1	9925633
1	9926261
1	9926730
1	9927340
1	9927466
1	9928570
1	9931016
1	9931807
1	9934610
1	9935071
1	9937377
1	9941405
1	9943564
1	9944163
1	9947332
1	9947758
1	9948866
1	9950369
1	9951182
1	9953707
1	9954815
1	9959493
1	9961163
1	9961273
1	9962106
1	9962199
1	9963985
1	9964117
1	9964333
1	9965331
1	9966582
1	9968292
1	9973407
1	9975077
1	9975388
1	9979029
1	9980561
1	9981456
1	9982502
1	9983447
1	9983626
1	9983642
1	9983676
1	9983769
1	9984317
1	9986092
1	9987001
1	9987011
1	9988498
1	9988752
1	9989020
1	9990792
1	9991543
1	9991572
1	9991722
1	9992165
1	9992999
1	9994420
1	9994978
1	9996047
1	9996875
1	9997275
1	10005990
1	10006415
1	10006549
1	10008382
1	10009402
1	10010676
1	10012478
1	10012841
1	10013108
1	10013488
1	10013712
1	10014028
1	10015566
